"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50163210","LA LOMA","Manhattan","828","MADISON AVENUE","10021","6469320771",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,76993773197","-73,96678920883","108","04","012200","1041297","1013847502","MN40","POINT (-73.966789208831 40.769937731973)"
"50123103","BURGER VILLAGE","Manhattan","120","CHURCH STREET","10007","6462514029","Hamburgers","05/15/2024","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","27",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,71360318566","-74,00898913705","101","01","002100","1001410","1001260027","MN24","POINT (-74.008989137054 40.713603185655)"
"50135060","LAO KE LE SHANGHAI CUISINE","Queens","136-20","ROOSEVELT AVENUE","11354","9176178046","Chinese","08/28/2024","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","24",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,75977790824","-73,82923542849","407","20","085300","4113546","4050190005","QN22","POINT (-73.829235428489 40.759777908235)"
"50153371","VEGAN BODEGUITA","Bronx","451","WEST  238 STREET","10463","4247447142",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,88730410661","-73,90509522419","208","11","033500","2084037","2057790810","BX22","POINT (-73.905095224191 40.887304106608)"
"50155939","LOS MUNCHIES","Manhattan","421B","WEST  202 STREET","10034","6464102878",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,8607574109","-73,91991585469","112","10","029900",,"1","MN01","POINT (-73.919915854685 40.860757410895)"
"50101367","UDON LAB","Manhattan","43","WEST   32 STREET","10001","6463835338","Korean","11/02/2022","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","11/02/2022","01/02/2026","Cycle Inspection / Initial Inspection","40,74767903098","-73,98672952296","105","04","007600","1015843","1008340016","MN17","POINT (-73.986729522959 40.747679030979)"
"50177097","BURGERHEAD","Manhattan","145","2 AVENUE","10003","9176039000",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,72927269906","-73,98719142484","103","02","004000","1006800","1004650055","MN22","POINT (-73.987191424844 40.729272699059)"
"50124069","EL MEXICANO RESTAURANT & CAFE #4","Brooklyn","1013","EAST   14 STREET","11230","9177899823","Mexican","04/22/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","04/22/2024","01/02/2026","Cycle Inspection / Re-inspection","40,62451007595","-73,96220039135","314","44","053400","3179951","3067160001","BK43","POINT (-73.962200391347 40.624510075948)"
"50179330","ARAMARK SERVICES INC","Manhattan","390","MADISON AVENUE","10017","7327785266",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,75573065104","-73,97715194094","105","04","009400","1035403","1012820017","MN17","POINT (-73.977151940942 40.755730651042)"
"50000228","ENZO'S RESTAURANT","Bronx","1998","WILLIAMSBRIDGE ROAD","10461","7184093828","Italian","02/20/2024","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","12","A","02/20/2024","01/02/2026","Cycle Inspection / Re-inspection","40,85390506778","-73,85417020981","211","13","028800","2048576","2042740001","BX49","POINT (-73.854170209806 40.853905067784)"
"41721872","OFF THE HOOK","Queens","28-08","34 STREET","11103","7187212112","Seafood","12/14/2022","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","26",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,76710803316","-73,91790254566","401","22","006501","4009145","4006270024","QN70","POINT (-73.917902545656 40.767108033155)"
"50123483","MR DUCK","Brooklyn","5602","7 AVENUE","11220","9174885555","Chinese","09/20/2024","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","46",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,63898915897","-74,009512313","307","38","010200","3015464","3008410038","BK34","POINT (-74.009512313001 40.638989158968)"
"50160078","HOLY PITA","Brooklyn","263","PROSPECT PARK WEST","11215","6463233170","Middle Eastern","06/10/2025","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","44",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,65861055989","-73,98190324768","307","39","016900","3016610","3008710006","BK40","POINT (-73.981903247675 40.658610559894)"
"41680485","FLAMINGO RESTAURANT AND MANTRA LOUNGE","Queens",,"ROCKAWAY BOULEVARD",,"7188351000","Indian","05/08/2024","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13","A","05/08/2024","01/02/2026","Cycle Inspection / Initial Inspection",,,,,,,,,
"50040490","SLICE","Queens","48-11","VERNON BOULEVARD","11101","7189375423","Pizza","05/10/2022","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical","40",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,74394854977","-73,95367683549","402","26","000700","4000264","4000440104","QN31","POINT (-73.953676835485 40.743948549766)"
"41408131","CHRIS RESTAURANT","Brooklyn","1866","86 STREET","11214","3474623755","Polish","05/20/2024","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","12","A","05/20/2024","01/02/2026","Cycle Inspection / Re-inspection","40,6062854472","-74,00106960898","311","38","027800","3340602","3063710047","BK28","POINT (-74.001069608979 40.606285447201)"
"50138749","HAMZA & MADINA HALAL FOOD","Manhattan","501","WEST  133 STREET","10027","9173882020","Chicken","07/18/2023","Violations were cited in the following area(s).","10E","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment","Not Critical","10",,,"01/02/2026","Pre-permit (Non-operational) / Initial Inspection","40,81769447837","-73,95341214598","109","07","021900","1059738","1019870029","MN06","POINT (-73.953412145982 40.817694478371)"
"50162728","DR. TEA","Brooklyn","147","MANHATTAN AVENUE","11206","3477518578","Coffee/Tea","12/24/2024","Violations were cited in the following area(s).","05H","No approved written standard operating procedure for avoiding contamination by refillable returnable containers.","Critical","66",,,"01/02/2026","Pre-permit (Non-operational) / Initial Inspection","40,7080102481","-73,94503453829","301","34","050500","3392631","3030427504","BK90","POINT (-73.945034538288 40.708010248095)"
"50063863","BUKOWSKI'S","Queens","69-47","GRAND AVENUE","11378","6462707383","Irish","01/22/2024","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","9","A","01/22/2024","01/02/2026","Cycle Inspection / Initial Inspection","40,72672669758","-73,89399955022","405","30","049302","4058566","4025010040","QN30","POINT (-73.893999550217 40.726726697581)"
"50142502","YINGTAO","Manhattan","805","9 AVENUE","10019","9174591305","Chinese","03/12/2025","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","10","A","03/12/2025","01/02/2026","Pre-permit (Operational) / Initial Inspection","40,76561885362","-73,98740100949","104","03","013300","1000000","1010630031","MN15","POINT (-73.987401009489 40.765618853619)"
"50169703","Halal Flame Kabab & Grill","Queens","125-22","QUEENS BOULEVARD","11415","9102653712",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,71227229114","-73,82614725502","409","29","021600","4080169","4033607501","QN60","POINT (-73.826147255017 40.712272291136)"
"41545743","HAPPY STAR BAKERY","Manhattan","160","EAST BROADWAY","10002","2126088899","Bakery Products/Desserts","11/30/2023","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","26",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,71403681063","-73,99041200548","103","01","000600","1003597","1002830071","MN28","POINT (-73.990412005483 40.714036810629)"
"50162524","DONGBEI","Manhattan","953","COLUMBUS AVENUE","10025","2014235900",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,79969776648","-73,96251589583","107","07","019300","1055671","1018420062","MN09","POINT (-73.962515895825 40.79969776648)"
"50169701","TAJ PIZZA","Manhattan","787","9 AVENUE","10019","6463704420",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,76499309802","-73,9878559873","104","03","013300","1082418","1010620032","MN15","POINT (-73.987855987299 40.764993098016)"
"50100861","CAPITAL RESTAURANT","Manhattan","4933","BROADWAY","10034","2129425090","American","03/07/2024","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","50",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,8675600097","-73,92159610791","112","10","029500","1064984","1022410024","MN01","POINT (-73.921596107905 40.867560009695)"
"41623743","EL AGUILA","Manhattan","1634","LEXINGTON AVENUE","10029","2124262221","Mexican","01/30/2025","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","11","A","01/30/2025","01/02/2026","Cycle Inspection / Re-inspection","40,79040645225","-73,94762783399","111","08","016600","1051912","1016310016","MN33","POINT (-73.947627833993 40.790406452253)"
"50119601","TAJ KABAB KING","Brooklyn","472","LORIMER STREET","11206","3478672785","Indian","02/13/2025","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","23",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,71095715121","-73,94884836283","301","34","050300","3069520","3027860006","BK90","POINT (-73.948848362831 40.710957151209)"
"50105325","LA PLAZA DEL POLLO","Bronx","1112","WESTCHESTER AVENUE","10459","7185894446","Mexican","07/23/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","34",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,82541105702","-73,89043079865","202","17","012102","2006139","2027500007","BX27","POINT (-73.890430798654 40.825411057018)"
"41464606","LINDA'S RESTAURANT BAKERY & LOUNGE","Brooklyn","5322","CHURCH AVENUE","11203","7184850731","Caribbean","02/16/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","18",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,65232528396","-73,92721619499","317","41","086200","3102980","3047010009","BK96","POINT (-73.927216194989 40.652325283956)"
"50074331","KUU","Manhattan","1275","1 AVENUE","10065","6468385828","Japanese","04/02/2024","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Re-inspection","40,76566385155","-73,95756772486","108","05","011800","1044761","1014430030","MN31","POINT (-73.957567724862 40.765663851552)"
"50100867","GONG CHA / POKE+","Manhattan","925","LEXINGTON AVENUE","10065","6142841775","Coffee/Tea","12/22/2021","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"01/02/2026","Calorie Posting / Initial Inspection","40,76799084604","-73,96395982169","108","04","012000","1042479","1014030033","MN40","POINT (-73.963959821686 40.767990846042)"
"50142441","HUANG KUNG FU","Queens","136-17","39 AVENUE","11354","6462225558","Chinese","10/06/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","61","Z","10/06/2025","01/02/2026","Cycle Inspection / Re-inspection","40,76033055259","-73,82987293105","407","20","087100","4534816","4049787501","QN22","POINT (-73.82987293105 40.760330552591)"
"50079220","NEWTOWN","Brooklyn","55","WATERBURY STREET","11206","3479846215","Middle Eastern","12/14/2022","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","29",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,7091589591","-73,93707303278","301","34","048500","3350278","3030460035","BK78","POINT (-73.937073032781 40.709158959102)"
"50113606","BELLA ROMA PIZZA","Brooklyn","7022","3 AVENUE","11209","9176234300","Pizza","09/26/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","11","A","09/26/2025","01/02/2026","Cycle Inspection / Re-inspection","40,63465522652","-74,02648141796","310","43","006800","3146341","3058860044","BK31","POINT (-74.026481417956 40.634655226517)"
"50163875","EL PASILLO CORP","Queens","37-69","103 STREET","11368","3475318974",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,75275956404","-73,86417738516","403","21","040500","4044325","4017690070","QN26","POINT (-73.864177385157 40.752759564044)"
